vector_name,first_byte,first_nibble,last_byte,last_nibble,bytes_hex,field_index,status,pdf_page,visual_anchor,notes
read-record,1,-,2,-,FE FE,-,structural,4,"""Controller to IC-9700"" frame diagram, top row, the two leftmost cells under circled index 1, above the label ""Preamble code (fixed)""",
read-record,3,-,3,-,A2,-,structural,4,"""Controller to IC-9700"" frame diagram, top row, third cell (under circled index 2), above the label ""Transceiver's default address""",
read-record,4,-,4,-,E0,-,structural,4,"""Controller to IC-9700"" frame diagram, top row, fourth cell (under circled index 3), above the label ""Controller's default address""",
read-record,5,-,6,-,1A 00,-,manual_documented,6,"Command table, left-hand table, row beginning ""1A*"" with sub cmd ""00"", Data column ""See pp. 14, 15"", Description ""Send/read memory contents""; the row directly below ""19*1 / 00 / Read the transceiver ID""",Command number and sub command number printed as the exact bytes 1A and 00
read-record,7,-,7,-,01,1,inherited_assumed,,,Selector byte; the document prints no read-request format for 1A 00. See Assumption register A1
read-record,8,-,9,-,00 01,2~3,inherited_assumed,,,Selector bytes; the document prints no read-request format for 1A 00. See Assumption register A2
read-record,10,-,10,-,FD,-,structural,4,"""Controller to IC-9700"" frame diagram, top row, rightmost cell (under circled index 7), above the label ""End of message code (fixed)""",
set-record-name-with-space,1,-,2,-,FE FE,-,structural,4,"""Controller to IC-9700"" frame diagram, top row, the two leftmost cells under circled index 1, above the label ""Preamble code (fixed)""",
set-record-name-with-space,3,-,3,-,A2,-,structural,4,"""Controller to IC-9700"" frame diagram, top row, third cell (under circled index 2), above the label ""Transceiver's default address""",
set-record-name-with-space,4,-,4,-,E0,-,structural,4,"""Controller to IC-9700"" frame diagram, top row, fourth cell (under circled index 3), above the label ""Controller's default address""",
set-record-name-with-space,5,-,6,-,1A 00,-,manual_documented,6,"Command table, left-hand table, row beginning ""1A*"" with sub cmd ""00"", Data column ""See pp. 14, 15"", Description ""Send/read memory contents""; the row directly below ""19*1 / 00 / Read the transceiver ID""","Also printed on PDF page 15 as ""Command: 1A 00"" under the bullet ""Memory content"""
set-record-name-with-space,7,-,7,-,01,1,manual_derived,15,"Legend under the ""Memory content"" diagram, first entry: ""(1) Frequency band setting"" with the three lines 01/02/03",Chose 01 = 144 MHz frequency band from the printed list 01/02/03
set-record-name-with-space,8,-,9,-,00 01,2~3,manual_derived,15,"Legend entry ""(2), (3) Memory channel number"", line ""0001 ~ 0099: Memory channel 1 to 99""","Chose memory channel 1, printed as 0001, packed two BCD digits per byte"
set-record-name-with-space,10,1,10,1,00,4 | 3 (as captioned on the detail box),manual_documented,15,"Detail box under the heading ""(4) Select memory setting"", left half, arrow labelled ""Fixed""",STOP 1
set-record-name-with-space,10,2,10,2,00,4 | 3 (as captioned on the detail box),manual_derived,15,"Detail box under the heading ""(4) Select memory setting"", right half, bracketed list ""0=OFF* / 1=*1 / 2=*2 / 3=*3""",STOP 1 | chose 0 = OFF
set-record-name-with-space,11,-,15,-,00 00 50 45 01,5~9,manual_derived,14,"""Operating frequency"" diagram (Command: 00, 03, 05, 1C 03), five cells with the rotated digit-place labels from ""10 Hz digit"" to ""100 MHz digit""",Chose 145.500000 MHz; working in the .md
set-record-name-with-space,16,-,16,-,05,10,manual_derived,14,"""Operating mode"" table, left two columns headed ""(1) Operating mode"", row ""05 :FM""",Chose FM
set-record-name-with-space,17,-,17,-,01,11,manual_derived,14,"""Operating mode"" table, right column headed ""(2) Filter setting"", row ""01:FIL1""",Chose FIL1
set-record-name-with-space,18,-,18,-,00,12,manual_derived,15,"Legend entry ""(12) Data mode setting"", line ""00: Data mode OFF""",Chose Data mode OFF
set-record-name-with-space,19,-,19,-,00,13,manual_derived,15,"Detail box under the heading ""(13) Duplex and Tone settings""; left half list ""0=Duplex OFF ..."", right half list ""0=OFF / 1=TONE / 2=TSQL / 3=DTCS""",Chose Duplex OFF in the left half and tone OFF in the right half
set-record-name-with-space,20,1,20,1,00,14,manual_derived,15,"Detail box under the heading ""(14) Digital squelch setting"", left half, list ""0=Digital squelch function OFF ...""",Chose Digital squelch function OFF
set-record-name-with-space,20,2,20,2,00,14,manual_documented,15,"Detail box under the heading ""(14) Digital squelch setting"", right half, arrow labelled ""Fixed""",
set-record-name-with-space,21,-,21,-,00,15,manual_documented,21,"""Repeater tone/tone squelch frequency settings"" diagram (Command: 1B 00, 1B 01), first cell under circled index 1*, both halves labelled ""Fixed digit: 0*""",
set-record-name-with-space,22,-,23,-,08 85,16 | 17,manual_derived,21,"""Repeater tone/tone squelch frequency settings"" diagram, second and third cells (circled indices 2 and 3), rotated labels ""100Hz digit"", ""10 Hz digit"", ""1 Hz digit"", ""0.1 Hz digit""",Chose 88.5 Hz
set-record-name-with-space,24,-,24,-,00,18,manual_documented,21,"""Repeater tone/tone squelch frequency settings"" diagram, first cell under circled index 1*, both halves labelled ""Fixed digit: 0*""",Same printed format is cited by PDF page 15 for fields 18~20
set-record-name-with-space,25,-,26,-,08 85,19 | 20,manual_derived,21,"""Repeater tone/tone squelch frequency settings"" diagram, second and third cells (circled indices 2 and 3)",Chose 88.5 Hz
set-record-name-with-space,27,-,27,-,00,21,manual_derived,21,"""DTCS code and polarity setting"" diagram (Command: 1B 02), first cell (circled index 1); leaders run from its left half to ""Transmit polarity: 0=Normal 1=Reverse"" and from its right half to ""Receive polarity: 0=Normal 1=Reverse""",Chose Normal transmit polarity and Normal receive polarity
set-record-name-with-space,28,1,28,1,00,22,manual_documented,21,"""DTCS code and polarity setting"" diagram, second cell (circled index 2), left half printed as 0 with the rotated label ""0 (fixed)""",
set-record-name-with-space,28,2,28,2,00,22,manual_derived,21,"""DTCS code and polarity setting"" diagram, second cell (circled index 2), right half, rotated label ""First digit: 0 ~ 7""",Chose first digit 0
set-record-name-with-space,29,-,29,-,23,23,manual_derived,21,"""DTCS code and polarity setting"" diagram, third cell (circled index 3), rotated labels ""Second digit: 0 ~ 7"" and ""Third digit: 0 ~ 7""",Chose DTCS code 023
