diagram_id,field_index,index_style,label_verbatim,pdf_page,visual_anchor,notes
D1,"1, 2",circled,"Memory channel numbers",12,"Leftmost bracket group of the byte band under Command: 1A 00; it spans the first two shaded cell-pairs at the left-hand end of the band; its label is the first legend line in the left column immediately below the band.","Index drawn as two circled numerals joined by a comma. No text is printed against the band cells themselves; the label is the legend entry below the band. STOP 3"
D1,3,circled,"Select memory setting",12,"Third bracket group from the left of the byte band, the single unshaded cell-pair following the two shaded pairs; its label is the left-column legend line printed below the 00 01 ~ 00 99 memory channel value list.","Label line is also the heading of the D2 sub-diagram that follows it. STOP 1 | STOP 3"
D1,4 ~ 8,circled,"Operating frequency setting",12,"Fourth bracket group of the byte band, spanning the cell-pairs either side of the first dashed ... ellipsis cell; its label is the left-column legend line printed below the note beginning Set 0 for P1 and P2.","Legend line is followed by an indented cross-reference line reading: See ""• Operating frequency."" — that line is not part of the label. STOP 3 | STOP 4"
D1,"9, 10",circled,"Operating mode setting",12,"Fifth bracket group of the byte band, immediately to the right of the 4 ~ 8 group; its label is the last legend line in the left column, printed above the • Codes for character entries heading.","Index drawn as two circled numerals joined by a comma. Legend line is followed by an indented cross-reference line reading: See ""• Operating mode."" — that line is not part of the label. STOP 3"
D1,11,circled,"Data mode and tone type settings",12,"Sixth bracket group of the byte band, a single cell-pair between the 9, 10 group and the 12 ~ 14 group; its label is the first legend line at the top of the right column, level with the ①, ② legend entry on the left.","Label line is also the heading of the D3 sub-diagram that follows it. STOP 2"
D1,12 ~ 14,circled,"Repeater tone frequency setting",12,"Seventh bracket group of the byte band; its label is the right-column legend line printed immediately below the leader labels of the D3 sub-diagram.",
D1,15 ~ 17,circled,"Tone squelch frequency setting",12,"Eighth bracket group of the byte band; its label is the right-column legend line printed immediately below the 12 ~ 14 legend line.","The two legend lines 12 ~ 14 and 15 ~ 17 share one following cross-reference line reading: See ""• Repeater tone/tone squelch settings."""
D1,18 ~ 27,circled,"Memory name settings",12,"Rightmost bracket group of the byte band, spanning the second dashed ... ellipsis cell and the final cell-pair at the right-hand end; its label is the right-column legend line printed below the See • Repeater tone/tone squelch settings line.","Legend line is followed by two lines reading Up to 10 characters. and See ""• Codes for character entries."" — neither is part of the label."
D2,3,circled,,12,"Circled index centred above the two-cell box in the left column of the page, the box printed under the heading ③ Select memory setting; the box cells print 0 (left) and X (right).","Nothing is printed against this index; the nearest printed text is the heading above the box. Leader labels below the box: Fixed (to the left cell) | 0=OFF, 1= ★1, 2= ★2, 3= ★3 (to the right cell), each on its own printed line. STOP 1"
D3,11,circled,,12,"Circled index centred above the two-cell box in the right column of the page, the box printed under the heading ⑪ Data mode and tone type settings; both box cells print X.","Nothing is printed against this index; the nearest printed text is the heading above the box. Leader labels to the right of the box: 0: OFF, 1: TONE, 2: TSQL (upper line, leader lands on the RIGHT cell) | 0: OFF, 1: DATA 1, 2: DATA 2, 3: DATA 3 (lower line, leader lands on the LEFT cell). STOP 2"
D4,"1, 2:",circled,"Memory channel (00 01~00 99)",12,"First list line under the heading To clear the memory channel contents on 1A 00:, in the right column below the ⑱ ~ ㉗ Memory name settings legend entry.","Index printed with a trailing colon, transcribed verbatim. The label prints the range tilde closed up as 00 01~00 99. STOP 3"
D4,3:,circled,“FF”,12,"Second list line under the heading To clear the memory channel contents on 1A 00:, immediately below the ①, ②: Memory channel line.","Index printed with a trailing colon, transcribed verbatim. Label printed with typographic double quotation marks. STOP 3"
D4,4:,circled,None,12,"Third and last list line under the heading To clear the memory channel contents on 1A 00:, immediately below the ③: “FF” line.","Index printed with a trailing colon, transcribed verbatim. STOP 3 | STOP 4"
