vector_name,first_byte,first_nibble,last_byte,last_nibble,bytes_hex,field_index,status,pdf_page,visual_anchor,notes
read-record,1,-,2,-,"FE FE",-,inherited_assumed,,,"CI-V lead-in pair. No preamble byte is printed on any page rendered for this leg. See Assumption register A1."
read-record,3,-,3,-,8E,-,inherited_assumed,,,"Destination (transceiver) address. See Assumption register A2."
read-record,4,-,4,-,E0,-,inherited_assumed,,,"Source (controller) address. See Assumption register A3."
read-record,5,-,6,-,"1A 00",-,manual_documented,263,"Left column, the line printed 'Command: 1A 00' directly under the heading '• Memory content setting' and directly above the 18-cell data-block diagram.","The page prints these two bytes as the command for this data block."
read-record,7,-,7,-,00,1,manual_derived,263,"Data-block diagram, cell 1 of 18 (leftmost, shaded), left half of the bracket labelled '①, ②'; the encoding is the text '0001–0099: Memory channel 1 to 99' printed below the diagram in the left column.","Chosen memory channel 0001 = memory channel 1; high digit pair of the four printed digits. The document prints no read-request form distinct from the write form; the command-table row reads 'Send/read memory contents'."
read-record,8,-,8,-,01,2,manual_derived,263,"Data-block diagram, cell 2 of 18 (shaded), right half of the bracket labelled '①, ②'; same '0001–0099: Memory channel 1 to 99' text below the diagram.","Chosen memory channel 0001 = memory channel 1; low digit pair of the four printed digits. The document prints no read-request form distinct from the write form; the command-table row reads 'Send/read memory contents'."
read-record,9,-,9,-,FD,-,inherited_assumed,,,"End-of-message byte. See Assumption register A4."
set-record-name-with-space,1,-,2,-,"FE FE",-,inherited_assumed,,,"CI-V lead-in pair. No preamble byte is printed on any page rendered for this leg. See Assumption register A1."
set-record-name-with-space,3,-,3,-,8E,-,inherited_assumed,,,"Destination (transceiver) address. See Assumption register A2."
set-record-name-with-space,4,-,4,-,E0,-,inherited_assumed,,,"Source (controller) address. See Assumption register A3."
set-record-name-with-space,5,-,6,-,"1A 00",-,manual_documented,263,"Left column, the line printed 'Command: 1A 00' directly under the heading '• Memory content setting' and directly above the 18-cell data-block diagram.","The page prints these two bytes as the command for this data block."
set-record-name-with-space,7,-,7,-,00,1,manual_derived,263,"Data-block diagram, cell 1 of 18 (leftmost, shaded), left half of the bracket labelled '①, ②'; encoding text '0001–0099: Memory channel 1 to 99' below the diagram.","Chosen memory channel 0001 = memory channel 1; high digit pair."
set-record-name-with-space,8,-,8,-,01,2,manual_derived,263,"Data-block diagram, cell 2 of 18 (shaded), right half of the bracket labelled '①, ②'; same '0001–0099' text below the diagram.","Chosen memory channel 0001 = memory channel 1; low digit pair."
set-record-name-with-space,9,-,9,-,00,3,manual_derived,263,"Data-block diagram, cell 3 of 18 (unshaded), the single cell under the bracket labelled '③'; the enumeration is the left-column text '③ Select memory setting / 00 : OFF / 01 : ★1 / 02 : ★2 / 03 : ★3'.","Chosen 00 = OFF from the four printed enum values."
set-record-name-with-space,10,-,13,-,"00 00 25 14","4 | 5 | 6 | 7",manual_derived,260,"Diagram under '• Operating frequency / Command: 00, 03, 05, 1C 03' in the left column: its five cells ①–⑤ are the structure the record's bracket '④–⑧' points to; the rotated labels below each half-cell read '10 Hz digit: 0–9', '1 Hz digit: 0–9', '1 kHz digit: 0–9', '100 Hz digit: 0–9', '100 kHz digit: 0–9', '10 kHz digit: 0–9', '10 MHz digit: 0–6', '1 MHz digit: 0–9'.","Chosen operating frequency 14.250000 MHz. Digits placed per the printed labels: byte 10 = 10 Hz 0 | 1 Hz 0; byte 11 = 1 kHz 0 | 100 Hz 0; byte 12 = 100 kHz 2 | 10 kHz 5; byte 13 = 10 MHz 1 | 1 MHz 4. Record index ④ maps to operating-frequency cell ① and so on in printed order."
set-record-name-with-space,14,-,14,-,00,8,manual_documented,260,"Diagram under '• Operating frequency / Command: 00, 03, 05, 1C 03', cell ⑤ (rightmost); both halves are printed as the literal digit '0' with rotated labels '1000 MHz digit: 0 (Fixed)' and '100 MHz digit: 0 (Fixed)'.","The page prints this exact value; both nibbles are fixed 0."
set-record-name-with-space,15,-,15,-,01,9,manual_derived,260,"Table headed '① Operating mode | ② Filter setting' below '• Operating mode / Command: 01, 04, 06'; left column of that table, second data row, printed '01: USB'.","Chosen 01 = USB from the ten printed operating-mode values. Record index ⑨ maps to operating-mode cell ①."
set-record-name-with-space,16,-,16,-,01,10,manual_derived,260,"Same table headed '① Operating mode | ② Filter setting'; right-hand column '② Filter setting', first data row, printed '01: FIL1'.","Chosen 01 = FIL1 from the three printed filter values. Record index ⑩ maps to operating-mode cell ②."
set-record-name-with-space,17,1,17,1,00,11,manual_derived,263,"Right column, sub-diagram captioned '⑪' under the heading '⑪ Data mode and tone type settings': the left half-cell of the two-half box; its arrow runs down and right to the LOWER label '0: OFF, 1: DATA 1, 2: DATA 2, 3: DATA 3'.","Nibble 1 (printed first, leftmost) is the data-mode half. Chosen 0 = OFF. STOP 1"
set-record-name-with-space,17,2,17,2,00,11,manual_derived,263,"Same sub-diagram captioned '⑪': the right half-cell; its arrow runs down and right to the UPPER label '0: OFF, 1: TONE, 2: TSQL'.","Nibble 2 (printed second) is the tone-type half. Chosen 0 = OFF. Label reading order is the reverse of nibble order. STOP 1"
set-record-name-with-space,18,-,18,-,00,12,manual_documented,262,"Diagram under '• Repeater tone/tone squelch frequency settings / Command: 1B 00, 1B 01' in the left column: cell ①* (leftmost); both halves are printed as the literal digit '0' with rotated labels 'Fixed digit: 0*' twice.","The page prints this exact value. Record index ⑫ maps to repeater-tone cell ①."
set-record-name-with-space,19,-,20,-,"08 85","13 | 14",manual_derived,262,"Same repeater-tone diagram, cells ② and ③; rotated labels below the four halves read '100Hz digit: 0–2', '10 Hz digit: 0–9', '1 Hz digit: 0–9', '0.1 Hz digit: 0–9'.","Chosen repeater tone frequency 88.5 Hz. Byte 19 = 100 Hz 0 | 10 Hz 8; byte 20 = 1 Hz 8 | 0.1 Hz 5."
set-record-name-with-space,21,-,21,-,00,15,manual_documented,262,"Same repeater-tone diagram, cell ①* (leftmost), reused for the tone-squelch triple; both halves printed as the literal digit '0'.","The page prints this exact value. Record index ⑮ maps to the same three-byte structure, cell ①."
set-record-name-with-space,22,-,23,-,"10 00","16 | 17",manual_derived,262,"Same repeater-tone diagram, cells ② and ③, reused for the tone-squelch triple; rotated labels '100Hz digit: 0–2', '10 Hz digit: 0–9', '1 Hz digit: 0–9', '0.1 Hz digit: 0–9'.","Chosen tone squelch frequency 100.0 Hz. Byte 22 = 100 Hz 1 | 10 Hz 0; byte 23 = 1 Hz 0 | 0.1 Hz 0."
set-record-name-with-space,24,-,28,-,"41 4C 50 48 41","18 | 19 | 20 | 21 | 22",manual_derived,261,"Right column, table '- Character codes— Letters', single data row, first pair of columns: 'A–Z' | '41–5A'; the memory name is admitted by the row '1A 00 | Memory name / All characters are usable.' in the 'Command | Set item/usable characters' table lower on the same page.","Chosen name 'ALPHA BETA', characters 1–5 = A L P H A. Codes read off the printed range 41–5A: A=41, L=4C, P=50, H=48, A=41."
set-record-name-with-space,29,-,29,-,20,23,manual_derived,260,"Left column, table '- Character codes' under '• Memory keyer content / Command: 1A 02', third data row, printed 'space | 20 | Word space'.","The space character in the middle of the name. Its code is printed on PDF 260 (and again as 'Space | 20' on PDF 262), but NOT in either character-code table on PDF 261 that the memory-name field points at; PDF 261 admits it only through '1A 00 | Memory name / All characters are usable.' See Observed disagreements."
set-record-name-with-space,30,-,33,-,"42 45 54 41","24 | 25 | 26 | 27",manual_derived,261,"Right column, table '- Character codes— Letters', single data row, first pair of columns: 'A–Z' | '41–5A'.","Chosen name 'ALPHA BETA', characters 7–10 = B E T A. Codes read off the printed range 41–5A: B=42, E=45, T=54, A=41."
set-record-name-with-space,34,-,34,-,FD,-,inherited_assumed,,,"End-of-message byte. See Assumption register A4."
read-transceiver-id,1,-,2,-,"FE FE",-,inherited_assumed,,,"CI-V lead-in pair. No preamble byte is printed on any page rendered for this leg. See Assumption register A1."
read-transceiver-id,3,-,3,-,8E,-,inherited_assumed,,,"Destination (transceiver) address. See Assumption register A2."
read-transceiver-id,4,-,4,-,E0,-,inherited_assumed,,,"Source (controller) address. See Assumption register A3."
read-transceiver-id,5,-,6,-,"19 00",-,manual_documented,253,"Command table, the row whose 'Cmd.' cell reads '19' and whose 'Sub Cmd.' cell reads '00', description 'Read the transceiver ID'; the row immediately above reads '18 | 01 | Turn ON the transceiver*2' and the row immediately below reads '1A† | 00 | see p. 18-12 | Send/read memory contents'.","The page prints these two bytes. The 'Data' cell of this row is empty, so no data byte follows the sub-command."
read-transceiver-id,7,-,7,-,FD,-,inherited_assumed,,,"End-of-message byte. See Assumption register A4."
