diagram_id,field_index,label_verbatim,width_bytes,encoding,values_verbatim,pdf_page,visual_anchor,notes
D1,"①, ②",Memory group number,2,enum_byte,00 01 ~ 00 99: Memory channel 01 ~ 99 | 01 00: Programmed scan edge P1 | 01 01: Programmed scan edge P2,20,"PDF page 20 (folio 19), main 'Memory content' data block under 'Command: 1A 00'; the first two shaded byte cells at the left end, under the brace labelled '①, ②'; the legend is the first line of the left column below the block.","Encoding enum_byte: the page prints two-byte codes against meanings; the document names no encoding. Drawn cells 1 and 2 of 18, both shaded. STOP 2 — the same two-byte field is named 'Memory group number' here and 'Memory channel' in the 'To clear the memory channel contents on 1A 00:' block in the right column of the same page."
D1,③,Select memory setting,1,enum_nibble,0=OFF | 1= ★1 | 2= ★2 | 3= ★3,20,"PDF page 20 (folio 19), main 'Memory content' block, the third byte cell (unshaded), with a circled 3 printed directly above it; its legend is the '③: Select memory setting' sub-diagram in the left column.",Encoding enum_nibble: the sub-diagram (D2) splits this byte into a left digit printed 0 and labelled Fixed and a right digit X enumerated 0 to 3. Also printed against this field: 'ⓘ Set 0 for P1 and P2.' Under the separate heading 'To clear the memory channel contents on 1A 00:' the same index is given the value FF (printed in quotation marks). Drawn cell 3 of 18.
D1,④ ~ ⑧,Operating frequency setting,5,bcd_packed,10 Hz digit: 0 ~ 9 | 1 Hz digit: 0 ~ 9 | 1 kHz digit: 0 ~ 9 | 100 Hz digit: 0 ~ 9 | 100 kHz digit: 0 ~ 9 | 10 kHz digit: 0 ~ 9 | 10 MHz digit: 0 ~ 6 | 1 MHz digit: 0 ~ 9 | 1 GHz digit: 0 (Fixed) | 100 MHz digit: 0 (Fixed),18,"Field on PDF page 20 (folio 19), main 'Memory content' block, the brace '④ ~ ⑧' over drawn cells 4 to 6 (drawn cell 5 is a dashed ellipsis cell); the values are on PDF page 18 (folio 17), the '• Operating frequency' diagram under 'Command: 00, 03, 05, 1C 03', its rotated labels read top to bottom, which is left to right along the byte string.","Page 20 prints for this field only the label and 'ⓘ See “• Operating frequency.” (p. 17)'; the digit labels are transcribed from that referenced diagram, which is the only place they are printed. Encoding bcd_packed: every half-byte is labelled as one decimal digit place. Width 5 taken from the printed index range ④ ~ ⑧; the block draws it as three cells, the middle one a dashed ellipsis."
D1,④,,0,conditional,None,20,"PDF page 20 (folio 19), right column, the block headed 'To clear the memory channel contents on 1A 00:', its fourth line, printed '④: None'.","Conditional extent for the field the main block indexes ④ ~ ⑧. Condition quoted verbatim: 'To clear the memory channel contents on 1A 00:'. The document prints the word None, not a byte count; recorded here as 0 bytes. The index is printed as ④ alone in this block, not as part of a range, and no label is printed beside it."
D1,"⑨, ⑩",Operating mode setting,2,enum_byte,①Operating mode 00:LSB | 01:USB | 02:AM | 03:CW | 04:RTTY | 05:FM | 07:CW-R | 08:RTTY-R | 12:PSK | 13:PSK-R | ②Filter setting 01:FIL1 | 02:FIL2 | 03:FIL3 | — | —,18,"Field on PDF page 20 (folio 19), main 'Memory content' block, the brace '⑨, ⑩' over drawn cells 7 and 8 (both unshaded, immediately left of the shaded ⑪ cell); the values are on PDF page 18 (folio 17), the table under '• Operating mode' / 'Command: 01, 04, 06'.","Page 20 prints for this field only the label and 'ⓘ See “• Operating mode.” (p. 17)'. The referenced table has three printed columns, headed ①Operating mode (two sub-columns) and ②Filter setting; each is read down in turn, not across the rows, and the two column headings are carried into the cell so the two lists stay distinguishable. Encoding enum_byte: two-digit codes printed against names. Codes 06 and 09 to 11 are not printed. The two em dashes are printed in the ②Filter setting column beside 12:PSK and 13:PSK-R. Also printed there: 'ⓘ Filter setting (②) can be skipped with commands 01 and 06.'"
D1,⑪,Data mode and tone type settings,1,enum_nibble,"0: OFF, 1: DATA 1, 2: DATA 2, 3: DATA 3 | 0: OFF, 1: TONE, 2: TSQL",20,"PDF page 20 (folio 19), main 'Memory content' block, the single shaded cell marked with a circled 11 (drawn cell 9 of 18); its legend is the '⑪: Data mode and tone type settings' sub-diagram at the top of the right column.","Values listed left half-byte first, then right half-byte, following the leader arrows. The two printed lines run in the opposite order to the cells: the LOWER printed line (0: OFF, 1: DATA 1, 2: DATA 2, 3: DATA 3) is reached by the arrow under the LEFT digit, and the UPPER printed line (0: OFF, 1: TONE, 2: TSQL) by the arrow under the RIGHT digit. Encoding enum_nibble: each half-byte carries its own enumeration. See D3."
D1,⑫ ~ ⑭,Repeater tone frequency setting,3,bcd_packed,Fixed digit: 0* | Fixed digit: 0* | 100Hz digit: 0 ~ 2 | 10 Hz digit: 0 ~ 9 | 1 Hz digit: 0 ~ 9 | 0.1 Hz digit: 0 ~ 9,24,"Field on PDF page 20 (folio 19), main 'Memory content' block, the brace '⑫ ~ ⑭' over the three unshaded cells that follow the shaded ⑪ cell; the values are on PDF page 24 (folio 23), the diagram under '• Repeater tone/tone squelch frequency settings' / 'Command: 1B 00, 1B 01', its rotated labels read top to bottom.","Page 20 prints for this field only the label and, on a line shared with ⑮ ~ ⑰, 'ⓘ See “• Repeater tone/tone squelch settings.” (p. 23)'. STOP 1 — that quoted title is not the title printed at the referenced page. Also printed at the referenced diagram: '*Not necessary when setting a frequency.' Printed index ⑫ ~ ⑭; measured position on the render: the 10th, 11th and 12th of the 18 drawn cells, two of which (the 5th and the 17th) are dashed ellipsis cells. Encoding bcd_packed: each half-byte is labelled as one decimal digit place."
D1,⑮ ~ ⑰,Tone squelch frequency setting,3,bcd_packed,Fixed digit: 0* | Fixed digit: 0* | 100Hz digit: 0 ~ 2 | 10 Hz digit: 0 ~ 9 | 1 Hz digit: 0 ~ 9 | 0.1 Hz digit: 0 ~ 9,24,"Field on PDF page 20 (folio 19), main 'Memory content' block, the brace '⑮ ~ ⑰' over the three shaded cells that follow the ⑫ ~ ⑭ cells; the values are on PDF page 24 (folio 23), the diagram under '• Repeater tone/tone squelch frequency settings' / 'Command: 1B 00, 1B 01'.","Transcribed from the render independently of the ⑫ ~ ⑭ row. The document prints ONE referenced diagram serving both fields — a single 'ⓘ See “• Repeater tone/tone squelch settings.” (p. 23)' line sits under both labels — so that diagram is the only place these values are printed for this field; it is not copied from the counterpart row. STOP 1 — the quoted title is not the title printed at the referenced page. Printed index ⑮ ~ ⑰; measured position on the render: the 13th, 14th and 15th of the 18 drawn cells. Encoding bcd_packed: each half-byte is labelled as one decimal digit place."
D1,⑱ ~ ㉗,Memory name settings,10,ascii,"A ~ Z 41 ~ 5A | a ~ z 61 ~ 7A | 0 ~ 9 30 ~ 39 | ! 21 | # 23 | $ 24 | % 25 | & 26 | \ 5C | ? 3F | ” 22 | ’ 27 | ` 60 | ^ 5E | + 2B | – 2D | * 2A | / 2F | . 2E | , 2C | : 3A | ; 3B | = 3D | < 3C | > 3E | ( 28 | ) 29 | [ 5B | ] 5D | { 7B | } 7D | | 7C | _ 5F | ~ 7E | @ 40",20,"Field on PDF page 20 (folio 19), main 'Memory content' block, the brace '⑱ ~ ㉗' over the last three drawn cells (a cell, a dashed ellipsis cell, a cell), all shaded; the values are the two tables lower on the same page, under '• Codes for character entries' / 'Command: 1A 00,' — '- Character codes— Letters and Numbers' and '- Character codes— Symbols'.","Page 20 also prints 'Up to 10 characters.' and 'ⓘ See “• Codes for character entries.”' against this field. Each table is read row by row, left Character/ASCII code pair then right pair, in printed order. Encoding ascii: the tables' code columns are headed 'ASCII code'. The right-hand table on the same page lists 'Memory name*' against Cmd. 1A, Sub cmd. 00, and its asterisk footnote reads: * Usable characters: A to Z, a to z, 0 to 9, (space), ! “ # $ % & ‘ ( ) * +, - . / : ; < = > ? @ [ \ ] ^ _ ` { | } ~ — kept in this cell, not in values_verbatim, because it contains a vertical bar and the vertical bar is the separator used there. For the same reason note that the symbols table itself prints a vertical bar as a character: the entry reading '| 7C'. Width 10 taken from the printed index range ⑱ ~ ㉗; drawn as two cells with a dashed ellipsis cell between them."
D2,,Fixed,0.5,fixed,0,20,"PDF page 20 (folio 19), left column, the two-cell box under '③: Select memory setting' with a circled 3 printed above it; the LEFT half of the box, printed 0, whose arrow runs straight down to the word Fixed.",No index is printed against the individual half-byte cells of this sub-diagram; the circled 3 above the box indexes the whole byte. Encoding fixed: the cell prints the literal digit 0 and its leader is labelled Fixed.
D2,,,0.5,enum_nibble,0=OFF | 1= ★1 | 2= ★2 | 3= ★3,20,"PDF page 20 (folio 19), left column, the two-cell box under '③: Select memory setting'; the RIGHT half of the box, printed X, whose arrow runs down and then right to the bracketed list standing to its right.","No label and no index are printed against this half-byte. Encoding enum_nibble: four single-digit codes printed against meanings. A ★ glyph is printed between the '=' and the digits 1, 2 and 3. Printed below the sub-diagram: 'ⓘ Set 0 for P1 and P2.'"
D3,,,0.5,enum_nibble,"0: OFF, 1: DATA 1, 2: DATA 2, 3: DATA 3",20,"PDF page 20 (folio 19), right column, the two-cell box under '⑪: Data mode and tone type settings' with a circled 11 printed above it; the LEFT half of the box, printed X, whose arrow drops the full depth and runs right to the LOWER of the two printed lines.",No label and no index are printed against this half-byte. The leader order is reversed against the printed line order: this left half-byte takes the second (lower) printed line. Encoding enum_nibble: single-digit codes printed against meanings.
D3,,,0.5,enum_nibble,"0: OFF, 1: TONE, 2: TSQL",20,"PDF page 20 (folio 19), right column, the two-cell box under '⑪: Data mode and tone type settings'; the RIGHT half of the box, printed X, whose arrow drops a short distance and runs right to the UPPER of the two printed lines.",No label and no index are printed against this half-byte. The leader order is reversed against the printed line order: this right half-byte takes the first (upper) printed line. Encoding enum_nibble: single-digit codes printed against meanings.
