# FTdx101D/MP CAT manual Table 2 (MENU Chart) -- EX address inventory.
# Source: Yaesu FTDX101MP/FTDX101D CAT Operation Reference Manual, edition
#   2308-L (docs/fixtures-private/manuals/ftdx101_cat_2308-L.pdf and its
#   layout-preserved extraction ftdx101_layout.txt -- both gitignored, so the
#   line references below are citations, not links). Table 2 "MENU Chart"
#   spans layout lines 715-962, printed manual pages 10-12.
# Transcribed: 05/08/2026 (M9d-1 task 3, transcription A -- layout-text-led,
#   PDF-checked). Values are the manual's own; this file makes NO claim about
#   what any radio does. No FTdx101D and no FTdx101MP has ever been asked
#   anything by this project.
#
# ONE FILE, BOTH MODELS. The chart is printed once for the FTDX101MP and the
#   FTDX101D together. Only the P4 VALUE legends of the MAX POWER rows carry a
#   per-model figure (see below); every field this inventory stores -- the
#   (P1,P2,P3) address, the labels, the Function name, Digits and the text flag
#   -- is printed identically for both, so there is one transcription and one
#   generated inventory rather than two.
#
# Columns: p1,p2,p3,p1_label,p2_label,name,p4,digits,text,manual_line
#   p1,p2,p3     decimal (P1,P2,P3) triple -- the EX address
#   p1_label     menu label (manual P1 column), verbatim, without the printed
#                parentheses -- e.g. the chart's "01 (RADIO SETTING)" gives
#                p1 = 01 and p1_label = RADIO SETTING
#   p2_label     subgroup label (manual P2 column), same convention
#   name         manual Function column, VERBATIM including punctuation and
#                the chart's own spelling -- e.g. "MY CALL." keeps its full
#                stop, "LCUT SLOP" is not repaired to "LCUT SLOPE" (the chart
#                spells the high-cut row "HCUT SLOPE" and the low-cut row
#                "LCUT SLOP" throughout), "MAIN STEPS PER REV." keeps its
#                abbreviating point, "RPT SHIFT(28MHz)" keeps its closed-up
#                bracket against "DATA SHIFT (SSB)"'s spaced one
#   p4           manual P4 parameter-description column (audit trail only; NOT
#                emitted into the generated Go). Runs of whitespace collapsed
#                to single spaces. The manual's OWN typos and defects are
#                preserved, not corrected -- see the defect list below.
#   digits       manual Digits column (1..4 for every numeric row; 12 for the
#                ONE text row)
#   text         true only for (04,01,01) MY CALL., the chart's only
#                free-text item ("Up to 12 characters", Digits 12)
#   manual_line  line in ftdx101_layout.txt this row was transcribed from --
#                for a row whose P4 legend or Function name wraps across
#                printed lines, the line carrying the P3 number (see WRAPPED
#                ROWS below)
#
# EN DASH PRESERVED. Nine rows print their negative bound with U+2013 EN DASH
#   rather than ASCII '-': (03,01,17) QUICK SPLIT FREQ, (03,01,21) REF FREQ
#   ADJ, (03,02,02) CONTOUR LEVEL and the six PRMTRC/P PRMTRC ... LEVEL rows.
#   The layout extraction and the rendered PDF glyph agree, so the character
#   is transcribed as found rather than folded to ASCII. It appears only in
#   p4, never in a name, and p4 is not emitted into the generated Go.
#
# WRAPPED ROWS. The chart wraps text across printed lines in two ways, and
#   both are joined here into one CSV row, in printed reading order, with a
#   single space at the join:
#   - a wrapped FUNCTION NAME: (04,01,07) prints "MOUSE POINTER" on layout 952
#     and "SPEED" on 954, with the P3 number and the P4 legend on 953 between
#     them. Transcribed as the single name "MOUSE POINTER SPEED",
#     manual_line 953. It is the only name in the chart that wraps.
#   - a wrapped P4 LEGEND, at seven rows: (02,01,12) CW BK-IN DELAY
#     (layout 825+827), (03,01,22) CS DIAL (876+877+878), (03,01,23) KEYBOARD
#     LANGUAGE (879+880+882+883), (03,03,06) PRMTRC EQ2 FREQ (904+906),
#     (03,03,09) PRMTRC EQ3 FREQ (909+911), (03,03,15) P PRMTRC EQ2 FREQ
#     (917+919) and (03,03,18) P PRMTRC EQ3 FREQ (922+924).
#
# THE EX GRAMMAR HEADER-vs-CHART ANOMALY -- recorded, NOT resolved. The EX
#   command's own grammar block (layout 700-704) states "P1 : 01 - 05",
#   "P2 : 01 - 07" and "P3 : 01 - 23". The chart refutes ONE of the three:
#   it populates P1 01-04 ONLY -- RADIO SETTING, CW SETTING, OPERATION
#   SETTING, DISPLAY SETTING -- with NO P1=05 group anywhere in this manual
#   (Table 2 ends at (04,03,02) PIXEL, layout 962, and no EXTENSION SETTING
#   group is printed). "P2 : 01 - 07" holds exactly: the widest menu is P1=01,
#   which runs P2 01-07. "P3 : 01 - 23" holds exactly too, and is reached:
#   (03,01,23) KEYBOARD LANGUAGE is the chart's highest P3. This inventory
#   follows the CHART: members at P1 in {01,02,03,04}, none at 05.
#   NO FTdx101 hardware exists to this project, so the anomaly cannot be put
#   to a radio the way the FT-710's was at M8c. It is left standing.
#
# THE MAX POWER ROWS -- model-conditional P4 VALUE ranges, transcribed
#   verbatim with BOTH models' figures. These are the only rows in the chart
#   whose text distinguishes the two models, and the difference is confined to
#   the P4 value legend; the address, the name and Digits (3) are shared:
#     (03,04,01) HF MAX POWER
#       "5 ~ 100 (P4 = 005 ~ 100) FTDX101D / 5 ~ 200 (P4 = 005 ~ 200) FTDX101MP"
#     (03,04,02) 50M MAX POWER
#       "5 ~ 100 (P4 = 005 ~ 100) FTDX101D / 5 ~ 200 (P4 = 005 ~ 200) FTDX101MP"
#     (03,04,04) AM MAX POWER
#       "5 ~ 25 (P4 = 005 ~ 025) FTDX101D / 5 ~ 500 (P4 = 005 ~ 050) FTDX101MP"
#     (03,04,03) 70M MAX POWER prints ONE range for both, "5 ~ 50 (P4 = 005 ~ 050)".
#   PRINTED SELF-INCONSISTENCY at (03,04,04) AM MAX POWER -- RECORDED, NOT
#   RESOLVED: the MP arm's human-readable range says "5 ~ 500" while its own
#   parenthesised P4 form says "(P4 = 005 ~ 050)". Five hundred watts AM on a
#   200 W radio is not credible and 050 matches the D arm's shape, but this
#   file records what the chart prints. Verified against the rendered PDF
#   (printed page 12) -- it is the manual's defect, not the extraction's.
#   NOTHING here is affected by any of it: the inventory models the name, the
#   Digits and the text flag, never the value legend.
#
# OTHER CHART DEFECTS found in the P4 legends, all PDF-verified, all
#   preserved verbatim, none of them touching a field this inventory models:
#   - (01,05,14) SHIFT FREQUENCY numbers two options 1 -- "1: 170 Hz 1: 200 Hz
#     2: 425 Hz 3: 850 Hz" -- and has no index 0.
#   - (01,05,13) MARK FREQUENCY likewise has no index 0: "1: 1275 Hz 2: 2125 Hz".
#   - (01,06,02) DECODE AFC RANGE is non-monotonic: "0: 8 1: 1.5 2: 30 Hz".
#   - (02,01,12) CW BK-IN DELAY prints a TRUNCATED legend whose ninth entry
#     repeats the sixth: "... 05:250 06:300 07:400 05:250 .... 31:2800 32:2900
#     33:3000msec". The elision ("....") is the chart's own; the second
#     "05:250" where an 08: entry belongs is a printing defect.
#   - (02,01,16) QSK DELAY TIME misspells msec once: "2: 25 mesc".
#   - (03,03,03/09/12/18) print "00 : OFF" with a space before the colon where
#     (03,03,06) and (03,03,15) print "00: OFF" -- inconsistent within one
#     subgroup.
#   These are recorded because an undocumented defect is one somebody later
#   silently "corrects". Each becomes a question only when menu VALUES are
#   interpreted, which nothing in this milestone does.
#
# Counts: 193 items / 4 menus / 18 (P1,P2) subgroups --
#   P1=01 RADIO SETTING      86  (7 subgroups: 14+15+16+16+14+5+6)
#   P1=02 CW SETTING         31  (3 subgroups: 17+13+1)
#   P1=03 OPERATION SETTING  62  (5 subgroups: 23+5+20+7+7)
#   P1=04 DISPLAY SETTING    14  (3 subgroups: 8+4+2)
#   The 193 is ALSO the figure the group-boundary ledger established from the
#   rendered PDF before this transcription existed, and it is what
#   internal/extable's ftdx101 profile pins as ExpectedRows. Agreement here is
#   evidence, not construction: this file was counted from the layout text and
#   compared with that number, never adjusted to reach it.
01,01,01,RADIO SETTING,MODE SSB,AGC FAST DELAY,"20 ~ 4000 msec (P4= 0020 ~ 4000, 20 msec/step)",4,false,717
01,01,02,RADIO SETTING,MODE SSB,AGC MID DELAY,"20 ~ 4000 msec (P4= 0020 ~ 4000, 20 msec/step)",4,false,718
01,01,03,RADIO SETTING,MODE SSB,AGC SLOW DELAY,"20 ~ 4000 msec (P4= 0020 ~ 4000, 20 msec/step)",4,false,719
01,01,04,RADIO SETTING,MODE SSB,LCUT FREQ,00: OFF 01: 100 Hz ~ 19: 1000 Hz (50 Hz steps),2,false,720
01,01,05,RADIO SETTING,MODE SSB,LCUT SLOP,0: 6 dB/oct 1: 18 dB/oct,1,false,721
01,01,06,RADIO SETTING,MODE SSB,HCUT FREQ,00: OFF 01: 700 Hz ~ 67: 4000 Hz (50 Hz steps),2,false,722
01,01,07,RADIO SETTING,MODE SSB,HCUT SLOPE,0: 6 dB/oct 1: 18 dB/oct,1,false,723
01,01,08,RADIO SETTING,MODE SSB,SSB OUT SELECT,0: MAIN 1: SUB,1,false,724
01,01,09,RADIO SETTING,MODE SSB,SSB OUT LEVEL,000 ~ 100,3,false,725
01,01,10,RADIO SETTING,MODE SSB,TX BPF SEL,0: 50 ~ 3050 1: 100 ~ 2900 2: 200 ~ 2800 3: 300 ~ 2700 4: 400 ~ 2600,1,false,726
01,01,11,RADIO SETTING,MODE SSB,SSB MOD SOURCE,0: MIC 1: REAR,1,false,727
01,01,12,RADIO SETTING,MODE SSB,REAR SELECT,0: DATA 1: USB,1,false,728
01,01,13,RADIO SETTING,MODE SSB,RPORT GAIN,000 ~ 100,3,false,729
01,01,14,RADIO SETTING,MODE SSB,RPTT SELECT,0: DAKY 1: RTS 2: DTR,1,false,730
01,02,01,RADIO SETTING,MODE AM,AGC FAST DELAY,"20 ~ 4000 msec (P4= 0020 ~ 4000, 20 msec/step)",4,false,731
01,02,02,RADIO SETTING,MODE AM,AGC MID DELAY,"20 ~ 4000 msec (P4= 0020 ~ 4000, 20 msec/step)",4,false,732
01,02,03,RADIO SETTING,MODE AM,AGC SLOW DELAY,"20 ~ 4000 msec (P4= 0020 ~ 4000, 20 msec/step)",4,false,733
01,02,04,RADIO SETTING,MODE AM,LCUT FREQ,00: OFF 01: 100 Hz ~ 19: 1000 Hz (50 Hz steps),2,false,734
01,02,05,RADIO SETTING,MODE AM,LCUT SLOP,0: 6 dB/oct 1: 18 dB/oct,1,false,735
01,02,06,RADIO SETTING,MODE AM,HCUT FREQ,00: OFF 01: 700 Hz ~ 67: 4000 Hz (50 Hz steps),2,false,736
01,02,07,RADIO SETTING,MODE AM,HCUT SLOPE,0: 6 dB/oct 1: 18 dB/oct,1,false,737
01,02,08,RADIO SETTING,MODE AM,AM OUT SELECT,0: MAIN 1: SUB,1,false,739
01,02,09,RADIO SETTING,MODE AM,AM OUT LEVEL,000 ~ 100,3,false,741
01,02,10,RADIO SETTING,MODE AM,TX BPF SEL,0: 50 ~ 3050 1: 100 ~ 2900 2: 200 ~ 2800 3: 300 ~ 2700 4: 400 ~ 2600,1,false,742
01,02,11,RADIO SETTING,MODE AM,AM MOD SOURCE,0: MIC 1: REAR,1,false,743
01,02,12,RADIO SETTING,MODE AM,MIC GAIN,1000: MCVR 0000 ~ 0100: FIX,4,false,744
01,02,13,RADIO SETTING,MODE AM,REAR SELECT,0: DATA 1: USB,1,false,745
01,02,14,RADIO SETTING,MODE AM,RPORT GAIN,000 ~ 100,3,false,746
01,02,15,RADIO SETTING,MODE AM,RPTT SELECT,0: DAKY 1: RTS 2: DTR,1,false,747
01,03,01,RADIO SETTING,MODE FM,AGC FAST DELAY,"20 ~ 4000 msec (P4= 0020 ~ 4000, 20 msec/step)",4,false,748
01,03,02,RADIO SETTING,MODE FM,AGC MID DELAY,"20 ~ 4000 msec (P4= 0020 ~ 4000, 20 msec/step)",4,false,749
01,03,03,RADIO SETTING,MODE FM,AGC SLOW DELAY,"20 ~ 4000 msec (P4= 0020 ~ 4000, 20 msec/step)",4,false,750
01,03,04,RADIO SETTING,MODE FM,LCUT FREQ,00: OFF 01: 100 Hz ~ 19: 1000 Hz (50 Hz steps),2,false,751
01,03,05,RADIO SETTING,MODE FM,LCUT SLOP,0: 6 dB/oct 1: 18 dB/oct,1,false,752
01,03,06,RADIO SETTING,MODE FM,HCUT FREQ,00: OFF 01: 700 Hz ~ 67: 4000 Hz (50 Hz steps),2,false,753
01,03,07,RADIO SETTING,MODE FM,HCUT SLOPE,0: 6 dB/oct 1: 18 dB/oct,1,false,754
01,03,08,RADIO SETTING,MODE FM,FM OUT SELECT,0: MAIN 1: SUB,1,false,755
01,03,09,RADIO SETTING,MODE FM,FM OUT LEVEL,000 ~ 100,3,false,756
01,03,10,RADIO SETTING,MODE FM,FM MOD SOURCE,0: MIC 1: REAR,1,false,757
01,03,11,RADIO SETTING,MODE FM,MIC GAIN,1000: MCVR 0000 ~ 0100: FIX,4,false,758
01,03,12,RADIO SETTING,MODE FM,REAR SELECT,0: DATA 1: USB,1,false,759
01,03,13,RADIO SETTING,MODE FM,RPORT GAIN,000 ~ 100,3,false,760
01,03,14,RADIO SETTING,MODE FM,RPTT SELECT,0: DAKY 1: RTS 2: DTR,1,false,761
01,03,15,RADIO SETTING,MODE FM,RPT SHIFT(28MHz),"0 ~ 1000 kHz (P4 = 0000 ~ 1000, 10 kHz/step)",4,false,762
01,03,16,RADIO SETTING,MODE FM,RPT SHIFT(50MHz),"0 ~ 4000 kHz (P4 = 0000 ~ 4000, 10 kHz/step)",4,false,763
01,04,01,RADIO SETTING,MODE PSK/DATA,AGC FAST DELAY,"20 ~ 4000 msec (P4= 0020 ~ 4000, 20 msec/step)",4,false,764
01,04,02,RADIO SETTING,MODE PSK/DATA,AGC MID DELAY,"20 ~ 4000 msec (P4= 0020 ~ 4000, 20 msec/step)",4,false,765
01,04,03,RADIO SETTING,MODE PSK/DATA,AGC SLOW DELAY,"20 ~ 4000 msec (P4= 0020 ~ 4000, 20 msec/step)",4,false,766
01,04,04,RADIO SETTING,MODE PSK/DATA,PSK TONE,0: 1000Hz 1: 1500Hz 2: 2000Hz,1,false,767
01,04,05,RADIO SETTING,MODE PSK/DATA,DATA SHIFT (SSB),"0 ~ 3000 Hz (P4 = 0000 ~ 3000, 10 Hz steps)",4,false,768
01,04,06,RADIO SETTING,MODE PSK/DATA,LCUT FREQ,00: OFF 01: 100 Hz ~ 19: 1000 Hz (50 Hz steps),2,false,769
01,04,07,RADIO SETTING,MODE PSK/DATA,LCUT SLOP,0: 6 dB/oct 1: 18 dB/oct,1,false,770
01,04,08,RADIO SETTING,MODE PSK/DATA,HCUT FREQ,00: OFF 01: 700 Hz ~ 67: 4000 Hz (50 Hz steps),2,false,771
01,04,09,RADIO SETTING,MODE PSK/DATA,HCUT SLOPE,0: 6 dB/oct 1: 18 dB/oct,1,false,772
01,04,10,RADIO SETTING,MODE PSK/DATA,DATA OUT SELECT,0: MAIN 1: SUB,1,false,773
01,04,11,RADIO SETTING,MODE PSK/DATA,DATA OUT LEVEL,000 ~ 100,3,false,774
01,04,12,RADIO SETTING,MODE PSK/DATA,TX BPF SEL,0: 50 ~ 3050 1: 100 ~ 2900 2: 200 ~ 2800 3: 300 ~ 2700 4: 400 ~ 2600,1,false,775
01,04,13,RADIO SETTING,MODE PSK/DATA,DATA MOD SOURCE,0: MIC 1: REAR,1,false,776
